title,link,date,description,source
Российский рынок растет на ожиданиях переговоров и бюджетного компромисса,https://www.finam.ru/publications/item/rossiyskiy-rynok-rastet-na-ozhidaniyakh-peregovorov-i-byudzhetnogo-kompromissa-20260922-1300/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-22 13:00,"Надежды на новые переговоры по Украине и бюджет подталкивают индекс МосБиржи к 2300...<a href=""https://www.finam.ru/publications/item/rossiyskiy-rynok-rastet-na-ozhidaniyakh-peregovorov-i-byudzhetnogo",finam_rss
"На ""Силе Сибири"" завершены планово-профилактические работы",https://www.finam.ru/publications/item/na-sile-sibiri-zaversheny-planovo-profilakticheskie-raboty-20260922-1118/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-22 11:18,"Транспортировка газа возобновлена...<a href=""https://www.finam.ru/publications/item/na-sile-sibiri-zaversheny-planovo-profilakticheskie-raboty-20260922-1118/?utm_source=rss&amp;utm_medium=new_compaign",finam_rss
«ДОМ.РФ» прогнозирует увеличение дивидендных выплат,https://www.finam.ru/publications/item/domrf-prognoziruet-uvelichenie-dividendnykh-vyplat-20260922-1027/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-22 10:22,"Этим летом компания выплатила 246,88 рубля на акцию в виде дивидендов за 2025 год...<a href=""https://www.finam.ru/publications/item/domrf-prognoziruet-uvelichenie-dividendnykh-vyplat-20260922-1027/?ut",finam_rss
"Чистая прибыль «ДОМ.РФ» по МСФО за 8 месяцев выросла до 76,6 млрд рублей",https://www.finam.ru/publications/item/chistaya-pribyl-domrf-po-msfo-za-8-mesyatsev-vyrosla-do-766-mlrd-rubley-20260922-1022/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-22 10:16,"За август «ДОМ.РФ» заработал 10 млрд рублей чистой прибыли...<a href=""https://www.finam.ru/publications/item/chistaya-pribyl-domrf-po-msfo-za-8-mesyatsev-vyrosla-do-766-mlrd-rubley-20260922-1022/?utm_",finam_rss
"Акционеры ""Т-Технологий"" одобрили консолидацию ""Точки""",https://www.finam.ru/publications/item/aktsionery-t-tekhnologiy-odobrili-konsolidatsiyu-tochki-20260922-1013/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-22 10:13,"Оценку 100% “Точки” и цену акции Т для сделки объявят в ближайшие недели...<a href=""https://www.finam.ru/publications/item/aktsionery-t-tekhnologiy-odobrili-konsolidatsiyu-tochki-20260922-1013/?utm_so",finam_rss
Индекс МосБиржи выше 2270 пунктов - бюджет и уголь тянут рынок вверх,https://www.finam.ru/publications/item/indeks-mosbirzhi-vyshe-2270-punktov-byudzhet-i-ugol-tyanut-rynok-vverkh-20260922-0922/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-22 09:22,"Но рост все равно выглядит сдержанным...<a href=""https://www.finam.ru/publications/item/indeks-mosbirzhi-vyshe-2270-punktov-byudzhet-i-ugol-tyanut-rynok-vverkh-20260922-0922/?utm_source=rss&amp;utm_me",finam_rss
«Яндекс» и VK обсуждают возможность создания совместного предприятия,https://www.finam.ru/publications/item/yandeks-i-vk-obsuzhdayut-vozmozhnost-sozdaniya-sovmestnogo-predpriyatiya-20260922-0915/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-22 09:07,"По данным РБК, доли в новой компании планируют поделить поровну...<a href=""https://www.finam.ru/publications/item/yandeks-i-vk-obsuzhdayut-vozmozhnost-sozdaniya-sovmestnogo-predpriyatiya-20260922-0915",finam_rss
“ДОМ.РФ” раскроет результаты по МСФО - основные события 22 сентября,https://www.finam.ru/publications/item/domrf-raskroet-rezultaty-po-msfo-osnovnye-sobytiya-22-sentyabrya-20260922-0900/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 20:19,"Совет директоров “Газпрома”, в свою очередь, сегодня обсудит газификацию сельских территорий...<a href=""https://www.finam.ru/publications/item/domrf-raskroet-rezultaty-po-msfo-osnovnye-sobytiya-22-sen",finam_rss
Акции угольщиков растут на фоне актуализации программы развития отрасли,https://www.finam.ru/publications/item/aktsii-ugolshchikov-rastut-na-fone-aktualizatsii-programmy-razvitiya-otrasli-20260922-0820/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-22 07:40,"Российский рынок утром растет вслед за подъемом цен на нефть...<a href=""https://www.finam.ru/publications/item/aktsii-ugolshchikov-rastut-na-fone-aktualizatsii-programmy-razvitiya-otrasli-20260922-082",finam_rss
Рынок остается под давлением нефти и геополитики,https://www.finam.ru/publications/item/rynok-ostaetsya-pod-davleniem-nefti-i-geopolitiki-20260921-2112/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 21:12,"Рубль пытается укрепляться...<a href=""https://www.finam.ru/publications/item/rynok-ostaetsya-pod-davleniem-nefti-i-geopolitiki-20260921-2112/?utm_source=rss&amp;utm_medium=new_compaigns&amp;news_to_fi",finam_rss
«РУСАЛ» представил новую формулу расчета цены алюминия на внутреннем рынке,https://www.finam.ru/publications/item/rusal-predstavil-novuyu-formulu-rascheta-tseny-alyuminiya-na-vnutrennem-rynke-20260921-2054/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 20:54,"Новая формула сформирована исходя из структуры экспорта компании...<a href=""https://www.finam.ru/publications/item/rusal-predstavil-novuyu-formulu-rascheta-tseny-alyuminiya-na-vnutrennem-rynke-2026092",finam_rss
Правительство России обнулило пошлины на экспорт зерновых до конца 2026 года,https://www.finam.ru/publications/item/pravitelstvo-rossii-obnulilo-poshliny-na-eksport-zernovykh-do-kontsa-2026-goda-20260921-2046/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 20:46,"В отношении демпферного механизма по подсолнечному маслу и подсолнечному шроту «плавающая» экспортная пошлина не будет превышать уровень августа 2026 года...<a href=""https://www.finam.ru/publications/",finam_rss
"НРД получил 5,5 млрд рублей для выплаты купона по еврооблигациям с погашением в 2029 году",https://www.finam.ru/publications/item/nrd-poluchil-55-mlrd-rubley-dlya-vyplaty-kupona-po-evroobligatsiyam-s-pogasheniem-v-2029-godu-20260921-2022/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 20:22,"Средства составляют эквивалент $65,6 млн...<a href=""https://www.finam.ru/publications/item/nrd-poluchil-55-mlrd-rubley-dlya-vyplaty-kupona-po-evroobligatsiyam-s-pogasheniem-v-2029-godu-20260921-2022/?",finam_rss
"Рынок вечером в умеренном минусе, падение возглавили «Самолет» и «Яндекс»",https://www.finam.ru/publications/item/rynok-v-umerennom-minuse-padenie-vozglavili-samolet-i-yandeks-20260921-1928/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 19:28,"Индекс МосБиржи теряет около 1%...<a href=""https://www.finam.ru/publications/item/rynok-v-umerennom-minuse-padenie-vozglavili-samolet-i-yandeks-20260921-1928/?utm_source=rss&amp;utm_medium=new_compaig",finam_rss
Страны ЕС согласились снять санкции с Усманова и Фридмана,https://www.finam.ru/publications/item/strany-es-soglasilis-snyat-sanktsii-s-usmanova-i-fridmana-20260921-1921/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 19:21,"Это произошло, в том числе под давлением Азербайджана, пишут СМИ...<a href=""https://www.finam.ru/publications/item/strany-es-soglasilis-snyat-sanktsii-s-usmanova-i-fridmana-20260921-1921/?utm_source=r",finam_rss
