title,link,date,description,source
"Российский рынок впитал санкционный негатив, но остается в минусе",https://www.finam.ru/publications/item/rossiyskiy-rynok-vpital-sanktsionnyy-negativ-no-ostaetsya-v-minuse-20260921-0930/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 09:25,"Хуже рынка «Яндекс» на фоне дивидендного гэпа...<a href=""https://www.finam.ru/publications/item/rossiyskiy-rynok-vpital-sanktsionnyy-negativ-no-ostaetsya-v-minuse-20260921-0930/?utm_source=rss&amp;utm",finam_rss
"«Единая Россия» лидирует на выборах в Госдуму после обработки 92,47% протоколов",https://www.finam.ru/publications/item/edinaya-rossiya-lidiruet-na-vyborakh-v-gosdumu-posle-obrabotki-9247-protokolov-20260921-0914/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 09:02,"Партии КПРФ и ЛДПР на втором и третьем местах соответственно...<a href=""https://www.finam.ru/publications/item/edinaya-rossiya-lidiruet-na-vyborakh-v-gosdumu-posle-obrabotki-9247-protokolov-20260921-0",finam_rss
"""Яндекс"" и ""Диасофт"" закроют дивидендные реестры - основные события 21 сентября",https://www.finam.ru/publications/item/yandeks-i-diasoft-zakroyut-dividendnye-reestry-osnovnye-sobytiya-21-sentyabrya-20260921-0900/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 18:55,"И будет закрыт реестр акционеров “ПИКа” для участия в ВОСА по вопросу делистинга акций...<a href=""https://www.finam.ru/publications/item/yandeks-i-diasoft-zakroyut-dividendnye-reestry-osnovnye-sobytiy",finam_rss
Whoosh запустил сервис кикшеринга в двух новых городах Бразилии,https://www.finam.ru/publications/item/whoosh-zapustil-servis-kiksheringa-v-dvukh-novykh-gorodakh-brazilii-20260921-0847/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 08:33,"С открытием новых городов Whoosh уже работает в 7 локациях Бразилии...<a href=""https://www.finam.ru/publications/item/whoosh-zapustil-servis-kiksheringa-v-dvukh-novykh-gorodakh-brazilii-20260921-0847/",finam_rss
Российский рынок открыл неделю снижением на фоне санкционных рисков,https://www.finam.ru/publications/item/rossiyskiy-rynok-otkryl-nedelyu-snizheniem-na-fone-sanktsionnykh-riskov-20260921-0822/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 07:38,"Акции «Яндекса» возглавляют лидеров падения на фоне дивгэпа...<a href=""https://www.finam.ru/publications/item/rossiyskiy-rynok-otkryl-nedelyu-snizheniem-na-fone-sanktsionnykh-riskov-20260921-0822/?utm",finam_rss
Акционеры «Хэдхантера» утвердили дивиденды за 1 полугодие в 200 рублей на акцию,https://www.finam.ru/publications/item/aktsionery-khedkhantera-utverdili-dividendy-za-1-polugodie-v-200-rubley-na-aktsiyu-20260921-0819/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-21 08:14,"Реестр для их получения закроется 28 сентября...<a href=""https://www.finam.ru/publications/item/aktsionery-khedkhantera-utverdili-dividendy-za-1-polugodie-v-200-rubley-na-aktsiyu-20260921-0819/?utm_so",finam_rss
Воскресная сессия завершилась падением индекса МосБиржи,https://www.finam.ru/publications/item/voskresnaya-sessiya-zavershilas-padeniem-indeksa-mosbirzhi-20260920-1933/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-20 19:33,"По итогам дня индикатор снизился на 0,54%...<a href=""https://www.finam.ru/publications/item/voskresnaya-sessiya-zavershilas-padeniem-indeksa-mosbirzhi-20260920-1933/?utm_source=rss&amp;utm_medium=new_",finam_rss
"Почти во всех регионах России цены выросли в августе меньше, чем в июле, или снизились",https://www.finam.ru/publications/item/pochti-vo-vsekh-regionakh-rossii-tseny-vyrosli-v-avguste-menshe-chem-v-iyule-ili-snizilis-20260920-1839/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-20 18:39,"Продукты подешевели в 2/3 регионов...<a href=""https://www.finam.ru/publications/item/pochti-vo-vsekh-regionakh-rossii-tseny-vyrosli-v-avguste-menshe-chem-v-iyule-ili-snizilis-20260920-1839/?utm_source",finam_rss
Слабая коммуникация с инвесторами может снижать оценку компаний,https://www.finam.ru/publications/item/slabaya-kommunikatsiya-s-investorami-mozhet-snizhat-otsenku-kompaniy-20260920-1335/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-16 11:29,"Для компаний, которым все же дают второй шанс, восстановление доверия занимает время...<a href=""https://www.finam.ru/publications/item/slabaya-kommunikatsiya-s-investorami-mozhet-snizhat-otsenku-kompa",finam_rss
"Товарооборот России и Беларуси вырос в 1 полугодии 2026 года на 12,5%",https://www.finam.ru/publications/item/tovarooborot-rossii-i-belarusi-vyros-v-1-polugodii-2026-goda-na-125-20260920-1142/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-20 11:42,"Россия нарастила поставки промышленного оборудования, химической продукции и продовольствия...<a href=""https://www.finam.ru/publications/item/tovarooborot-rossii-i-belarusi-vyros-v-1-polugodii-2026-go",finam_rss
Индекс МосБиржи падает на фоне ухудшения геополитического фона,https://www.finam.ru/publications/item/indeks-mosbirzhi-padaet-na-fone-ukhudsheniya-geopoliticheskogo-fona-20260920-1034/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-20 10:34,"К 10:25 мск индикатор отступает на 0,76%...<a href=""https://www.finam.ru/publications/item/indeks-mosbirzhi-padaet-na-fone-ukhudsheniya-geopoliticheskogo-fona-20260920-1034/?utm_source=rss&amp;utm_med",finam_rss
Россия нарастила в январе-августе поставки нефти и СПГ в Китай,https://www.finam.ru/publications/item/rossiya-narastila-v-yanvare-avguste-postavki-nefti-i-spg-v-kitay-20260920-0925/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-20 09:25,"Нефти – на 18,1%, а СПГ – на 28,3%...<a href=""https://www.finam.ru/publications/item/rossiya-narastila-v-yanvare-avguste-postavki-nefti-i-spg-v-kitay-20260920-0925/?utm_source=rss&amp;utm_medium=new_c",finam_rss
Правительство России скорректировало правила разработки бюджетного прогноза,https://www.finam.ru/publications/item/pravitelstvo-rossii-skorrektirovalo-pravila-razrabotki-byudzhetnogo-prognoza-20260919-1957/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-19 19:57,"Поправки должны повысить качество и обоснованность долгосрочного бюджетного планирования...<a href=""https://www.finam.ru/publications/item/pravitelstvo-rossii-skorrektirovalo-pravila-razrabotki-byudzh",finam_rss
Российский рынок по итогам субботних торгов остался в минусе на фоне санкционных опасений,https://www.finam.ru/publications/item/rossiyskiy-rynok-po-itogam-subbotnikh-torgov-ostalsya-v-minuse-na-fone-sanktsionnykh-opaseniy-20260919-1942/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-19 19:42,"В лидерах снижения «Яндекс», «Позитив» и «НОВАТЭК»...<a href=""https://www.finam.ru/publications/item/rossiyskiy-rynok-po-itogam-subbotnikh-torgov-ostalsya-v-minuse-na-fone-sanktsionnykh-opaseniy-20260",finam_rss
Российский рынок снижается после подписания Трампом закона об «адских санкциях»,https://www.finam.ru/publications/item/rossiyskiy-rynok-snizhaetsya-posle-podpisaniya-trampom-zakona-ob-adskikh-sanktsiyakh-20260919-1033/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-19 10:33,"Индекс МосБиржи в минусе на 0,7%...<a href=""https://www.finam.ru/publications/item/rossiyskiy-rynok-snizhaetsya-posle-podpisaniya-trampom-zakona-ob-adskikh-sanktsiyakh-20260919-1033/?utm_source=rss&am",finam_rss
Ввод жилья в России за январь-август снизился до 58 млн кв. м.,https://www.finam.ru/publications/item/vvod-zhilya-v-rossii-za-yanvar-avgust-snizilsya-do-58-mln-kv-m-20260919-0916/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-19 09:16,"С начала 2026 года запущено 26,6 млн кв. м. жилищных проектов...<a href=""https://www.finam.ru/publications/item/vvod-zhilya-v-rossii-za-yanvar-avgust-snizilsya-do-58-mln-kv-m-20260919-0916/?utm_source",finam_rss
Трамп подписал закон об «адских санкциях» против России,https://www.finam.ru/publications/item/tramp-podpisal-zakon-ob-adskikh-sanktsiyakh-protiv-rossii-20260919-0838/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-19 08:38,"Пока неясно, воспользуется ли администрация США на практике новыми полномочиями для усиления давления на Россию...<a href=""https://www.finam.ru/publications/item/tramp-podpisal-zakon-ob-adskikh-sankts",finam_rss
Рынок вырос на слухах о переговорах по газу и ожиданиях сделок с США,https://www.finam.ru/publications/item/rynok-vyros-na-slukhakh-o-peregovorakh-po-gazu-i-ozhidaniyakh-sdelok-s-ssha-20260918-2100/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 19:53,"Активность трейдеров определяют заголовки и ожидания...<a href=""https://www.finam.ru/publications/item/rynok-vyros-na-slukhakh-o-peregovorakh-po-gazu-i-ozhidaniyakh-sdelok-s-ssha-20260918-2100/?utm_so",finam_rss
"""Аэрофлот"" планирует использовать самолеты МС-21 в том числе и для международных рейсов",https://www.finam.ru/publications/item/aeroflot-planiruet-ispolzovat-samolety-ms-21-v-tom-chisle-i-dlya-mezhdunarodnykh-reysov-20260918-2015/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 20:11,"Самолеты МС-21 будут распределены между авиакомпаниями ""Аэрофлот"" и ""Россия""...<a href=""https://www.finam.ru/publications/item/aeroflot-planiruet-ispolzovat-samolety-ms-21-v-tom-chisle-i-dlya-mezhduna",finam_rss
"""Газпром"" и ""НОВАТЭК"" возглавили рост рынка в финале недели",https://www.finam.ru/publications/item/gazprom-i-novatek-vozglavili-rost-rynka-v-finale-nedeli-20260918-1933/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 19:27,"""Самолет"" и МТС остаются под давлением...<a href=""https://www.finam.ru/publications/item/gazprom-i-novatek-vozglavili-rost-rynka-v-finale-nedeli-20260918-1933/?utm_source=rss&amp;utm_medium=new_compai",finam_rss
"ЦБ понизил официальный курс доллара на 19 сентября до 84,1975 рубля",https://www.finam.ru/publications/item/tsb-ponizil-ofitsialnyy-kurs-dollara-na-19-sentyabrya-do-841975-rublya-20260918-1744/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 17:44,"Курс евро понижен до 96,6671 рубля, а курс юаня составит 12,567 рубля...<a href=""https://www.finam.ru/publications/item/tsb-ponizil-ofitsialnyy-kurs-dollara-na-19-sentyabrya-do-841975-rublya-20260918-",finam_rss
"Капзатраты «ЛУКОЙЛа» снизились в 1 полугодии на 38,1%",https://www.finam.ru/publications/item/kapzatraty-lukoyla-snizilis-v-1-polugodii-na-381-20260918-1741/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 17:41,"Показатель составил 239 млрд рублей...<a href=""https://www.finam.ru/publications/item/kapzatraty-lukoyla-snizilis-v-1-polugodii-na-381-20260918-1741/?utm_source=rss&amp;utm_medium=new_compaigns&amp;ne",finam_rss
OFAC продлило лицензию на продажу активов «ЛУКОЙЛа» до 22 октября,https://www.finam.ru/publications/item/ofac-prodlilo-litsenziyu-na-prodazhu-aktivov-lukoyla-do-22-oktyabrya-20260918-1734/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 17:34,"Текущая лицензия истекала завтра, 19 сентября...<a href=""https://www.finam.ru/publications/item/ofac-prodlilo-litsenziyu-na-prodazhu-aktivov-lukoyla-do-22-oktyabrya-20260918-1734/?utm_source=rss&amp;u",finam_rss
"Добыча ""ЛУКОЙЛа"" в 1 полугодии 2026 года сократилась на 5,2%",https://www.finam.ru/publications/item/dobycha-lukoyla-v-1-polugodii-2026-goda-sokratilas-na-52-20260918-1727/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 17:25,"Переработка нефтяного сырья на собственных НПЗ снизилась на 9,6%...<a href=""https://www.finam.ru/publications/item/dobycha-lukoyla-v-1-polugodii-2026-goda-sokratilas-na-52-20260918-1727/?utm_source=rs",finam_rss
"Акционеры ММЦБ утвердили дивиденды за 1 полугодие 2026 года в размере 2,74 рубля на акцию",https://www.finam.ru/publications/item/aktsionery-mmtsb-utverdili-dividendy-za-1-polugodie-2026-goda-v-razmere-274-rublya-na-aktsiyu-20260918-1657/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 16:57,"Дата закрытия дивидендного реестра – 28 сентября...<a href=""https://www.finam.ru/publications/item/aktsionery-mmtsb-utverdili-dividendy-za-1-polugodie-2026-goda-v-razmere-274-rublya-na-aktsiyu-2026091",finam_rss
«ДОМ.РФ» секьюритизировал ипотечные кредиты «Сбера» на 249 млрд рублей,https://www.finam.ru/publications/item/domrf-sekyuritiziroval-ipotechnye-kredity-sbera-na-249-mlrd-rubley-20260918-1626/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 16:26,"До конца 2030 года планируется секьюритизировать портфель ипотечных кредитов банка общим объёмом 3 трлн рублей на платформе «ДОМ.РФ»...<a href=""https://www.finam.ru/publications/item/domrf-sekyuritizi",finam_rss
«Аэрофлот» и «Ростех» заключили контракт на поставку 90 самолетов МС-21,https://www.finam.ru/publications/item/aeroflot-i-rostekh-zaklyuchili-kontrakt-na-postavku-90-samoletov-ms-21-20260918-1618/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 16:18,"Поставки начнутся в 2029 году, контракт включает техническое сопровождение самолетов на 22 года...<a href=""https://www.finam.ru/publications/item/aeroflot-i-rostekh-zaklyuchili-kontrakt-na-postavku-90",finam_rss
"Информация о возможных переговорах о возобновлении поставок газа в Германию подогревает интерес к ""Газпрому""",https://www.finam.ru/publications/item/informatsiya-o-vozmozhnykh-peregovorakh-o-vozobnovlenii-postavok-gaza-v-germaniyu-podogrevaet-interes-k-gazpromu-20260918-1543/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 15:34,"Акции растут почти на 4%...<a href=""https://www.finam.ru/publications/item/informatsiya-o-vozmozhnykh-peregovorakh-o-vozobnovlenii-postavok-gaza-v-germaniyu-podogrevaet-interes-k-gazpromu-20260918-154",finam_rss
СПБ Биржа с 24 сентября продлит на один час основную торговую сессию,https://www.finam.ru/publications/item/spb-birzha-s-24-sentyabrya-prodlit-na-odin-chas-osnovnuyu-torgovuyu-sessiyu-20260918-1453/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 14:53,"Теперь она будет начинаться в 09:00 мск...<a href=""https://www.finam.ru/publications/item/spb-birzha-s-24-sentyabrya-prodlit-na-odin-chas-osnovnuyu-torgovuyu-sessiyu-20260918-1453/?utm_source=rss&amp;",finam_rss
"«Сбер» оценил, как глобальный рост цен на продовольствие влияет на инфляцию в России",https://www.finam.ru/publications/item/sber-otsenil-kak-globalnyy-rost-tsen-na-prodovolstvie-vliyaet-na-inflyatsiyu-v-rossii-20260918-1339/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 13:39,"Сахар, чай и кофе - самые чувствительные товары...<a href=""https://www.finam.ru/publications/item/sber-otsenil-kak-globalnyy-rost-tsen-na-prodovolstvie-vliyaet-na-inflyatsiyu-v-rossii-20260918-1339/?u",finam_rss
"По оценке «Сбера», вторичные эффекты от роста цен на топливо в 2026 году добавят 0,8 п.п. к инфляции",https://www.finam.ru/publications/item/po-otsenke-sbera-vtorichnye-effekty-ot-rosta-tsen-na-toplivo-v-2026-godu-dobavyat-08-pp-k-inflyatsii-20260918-1333/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 13:33,"В сентябре устойчивые показатели инфляции начнут снижаться...<a href=""https://www.finam.ru/publications/item/po-otsenke-sbera-vtorichnye-effekty-ot-rosta-tsen-na-toplivo-v-2026-godu-dobavyat-08-pp-k-i",finam_rss
"«Сбер» прогнозирует годовую инфляцию в России в сентябре на уровне 6,2-6,3%, к концу года – 6,7%",https://www.finam.ru/publications/item/sber-prognoziruet-godovuyu-inflyatsiyu-v-rossii-v-sentyabre-na-urovne-62-63-k-kontsu-goda-67-20260918-1327/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 13:27,"Месячный прирост цен в сентябре ожидается на уровне 0,10–0,25%...<a href=""https://www.finam.ru/publications/item/sber-prognoziruet-godovuyu-inflyatsiyu-v-rossii-v-sentyabre-na-urovne-62-63-k-kontsu-go",finam_rss
Венгрия готова при необходимости отказаться от импорта российского газа с октября 2027 года,https://www.finam.ru/publications/item/vengriya-gotova-pri-neobkhodimosti-otkazatsya-ot-importa-rossiyskogo-gaza-s-oktyabrya-2027-goda-20260918-1253/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 12:53,"Венгрия ведет переговоры с Румынией о поставках газа...<a href=""https://www.finam.ru/publications/item/vengriya-gotova-pri-neobkhodimosti-otkazatsya-ot-importa-rossiyskogo-gaza-s-oktyabrya-2027-goda-2",finam_rss
Почему инвесторы нервничают,https://www.finam.ru/publications/item/pochemu-investory-nervnichayut-20260918-1250/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 12:32,"Вторичные пошлины и атаки на инфраструктуру - главные риски для нефтяного экспорта...<a href=""https://www.finam.ru/publications/item/pochemu-investory-nervnichayut-20260918-1250/?utm_source=rss&amp;ut",finam_rss
«Газпром нефть» с партнерами займется внедрением роботизированных технологий в дорожное строительство,https://www.finam.ru/publications/item/gazprom-neft-s-partnerami-zaymetsya-vnedreniem-robotizirovannykh-tekhnologiy-v-dorozhnoe-stroitelstvo-20260918-1241/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 12:41,"Специализированное предприятие «Газпромнефть – Дорожное строительство» вошло в консорциум...<a href=""https://www.finam.ru/publications/item/gazprom-neft-s-partnerami-zaymetsya-vnedreniem-robotizirovan",finam_rss
Генпрокуратура подала иск с требованием передать государству акции АО «Уральские заводы»,https://www.finam.ru/publications/item/genprokuratura-podala-isk-s-trebovaniem-peredat-gosudarstvu-aktsii-ao-uralskie-zavody-20260918-1138/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 11:38,"Суд уже арестовал активы группы «Уральские заводы» и ее владельцев...<a href=""https://www.finam.ru/publications/item/genprokuratura-podala-isk-s-trebovaniem-peredat-gosudarstvu-aktsii-ao-uralskie-zavo",finam_rss
Российский рынок пребывает в поисках точки опоры,https://www.finam.ru/publications/item/rossiyskiy-rynok-prebyvaet-v-poiskakh-tochki-opory-20260918-0928/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 09:28,"Индексы повышаются на 1,01%...<a href=""https://www.finam.ru/publications/item/rossiyskiy-rynok-prebyvaet-v-poiskakh-tochki-opory-20260918-0928/?utm_source=rss&amp;utm_medium=new_compaigns&amp;news_to_",finam_rss
"В России определены праздничные дни на 2027 год, новогодние каникулы продлятся 11 дней",https://www.finam.ru/publications/item/v-rossii-opredeleny-prazdnichnye-dni-na-2027-god-novogodnie-kanikuly-prodlyatsya-11-dney-20260918-0913/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 09:13,"Подписано постановление правительства...<a href=""https://www.finam.ru/publications/item/v-rossii-opredeleny-prazdnichnye-dni-na-2027-god-novogodnie-kanikuly-prodlyatsya-11-dney-20260918-0913/?utm_sour",finam_rss
Последний день для покупки акций «Яндекса» и «Диасофта» под дивиденды – основные события 18 сентября,https://www.finam.ru/publications/item/posledniy-den-dlya-pokupki-aktsiy-yandeksa-i-diasofta-pod-dividendy-osnovnye-sobytiya-18-sentyabrya-20260918-0900/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-17 17:19,"Акции «Ленты» и «Мосэнерго» будут исключены из IMOEX и RTSI, а бумаги «Кристалла» и «ЕровТранса» перейдут в третий уровень листинга...<a href=""https://www.finam.ru/publications/item/posledniy-den-dlya",finam_rss
Российский рынок начал пятницу попыткой роста,https://www.finam.ru/publications/item/rynok-nachal-pyatnitsu-popytkoy-rosta-20260918-0815/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,2026-09-18 08:15,"Позитиву способствует сообщение The New York Times о том, что США рассматривают возможность новых деловых соглашений с Россией...<a href=""https://www.finam.ru/publications/item/rynok-nachal-pyatnitsu-",finam_rss
